Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CA,CA Inc.,27.015,12671131512,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca
CCMP,Cabot Microelectronics Corporation,35.93,837823465,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp
CACH,"Cache, Inc.",3.41,43927360.84,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cach
CDNS,"Cadence Design Systems, Inc.",13.49,3708321449,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
CADX,"Cadence Pharmaceuticals, Inc.",3.98,340527032.9,n/a,1985,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cadx
CDZI,"Cadiz, Inc.",9.39,144971843.8,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cdzi
CZR,Caesars Entertainment Corporation,7.44,932322745.7,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
CSTE,CaesarStone Sdot-Yam Ltd.,13.5,463930875,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
PRSS,CafePress Inc.,9.46,161555335.3,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prss
CLMS,"Calamos Asset Management, Inc.",11.68,237794089.4,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/clms
CHY,Calamos Convertible and High Income Fund,12.72,917727431.8,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/chy
CHI,Calamos Convertible Opportunities and Income Fund,12.51,841751575.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/chi
CHW,Calamos Global Dynamic Income Fund,8.52,502739571.8,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/chw
CGO,Calamos Global Total Return Fund,14.02,116268322.7,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/cgo
CSQ,Calamos Strategic Total Return Fund,10.28,1588403920,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
CAMP,CalAmp Corp.,7.42,213413490.9,n/a,1983,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/camp
CVGW,"Calavo Growers, Inc.",23.86,352828151.4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
CFNB,California First National Bancorp,17.19,179128102.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnb
CALD,"Callidus Software, Inc.",4.82,169716562.1,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/cald
CALM,"Cal-Maine Foods, Inc.",41.83,1000627603,n/a,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm
CLMT,"Calumet Specialty Products Partners, L.P.",28.77,1655131713,n/a,1996,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt
ABCD,"Cambium Learning Group, Inc.",1.07,52426816.75,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/abcd
CAFI,Camco Financial Corporation,2.15,16056387.05,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cafi
CAC,Camden National Corporation,36.95,281534834.7,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cac
CAMT,Camtek Ltd.,1.78,53210659.62,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/camt
CSIQ,Canadian Solar Inc.,2.97,128522820.7,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
CPHC,Canterbury Park Holding Corporation,10.95,45376800,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CBNJ,"Cape Bancorp, Inc.",9.44,125674823.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbnj
CPLA,Capella Education Company,35.61,466730192.4,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
CBKN,Capital Bank Corporation,2.63,225659691.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbkn
CCBG,Capital City Bank Group,10.12,174063119.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg
CPLP,Capital Product Partners L.P.,7.69,533471272.1,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
CSWC,Capital Southwest Corporation,114.51,434917911.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc
CFFN,"Capitol Federal Financial, Inc.",11.91,1876931880,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn
CPST,Capstone Turbine Corporation,1.05,314544944.7,n/a,1986,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst
CARB,"Carbonite, Inc.",7.14,182956752.3,n/a,1992,Technology,EDP Services,http://www.nasdaq.com/symbol/carb
CRDC,"Cardica, Inc.",1.59,57874300.29,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crdc
CFNL,Cardinal Financial Corporation,14.24,416583766.7,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnl
CRME,Cardiome Pharma Corporation,0.33,20172600.03,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
BEAT,"CardioNet, Inc.",2.36,58808830.56,n/a,2008,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/beat
CSII,"Cardiovascular Systems, Inc.",10.32,212250211.9,n/a,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
CATM,"Cardtronics, Inc.",30.35,1341822394,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm
CECO,Career Education Corporation,3.82,256690759.9,n/a,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco
CBOU,"Caribou Coffee Company, Inc.",13.8,280493086.8,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbou
CKEC,"Carmike Cinemas, Inc.",12.16,216163662.7,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/ckec
CLBH,Carolina Bank Holdings Inc.,6.559,22215628.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/clbh
CART,Carolina Trust Bank,2.7,12512507.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cart
CRZO,"Carrizo Oil & Gas, Inc.",29.14,1164944991,n/a,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
CRRB,Carrollton Bancorp,5.08,13103291.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/crrb
TAST,"Carrols Restaurant Group, Inc.",5.82,137804912.4,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tast
CARV,"Carver Bancorp, Inc.",4,14781280,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv
CASM,"CAS Medical Systems, Inc.",2.05,28005443.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/casm
CACB,Cascade Bancorp,5.45,257823411.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cacb
CSCD,"Cascade Microtech, Inc.",5.54,78309911.02,n/a,2004,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cscd
CWST,"Casella Waste Systems, Inc.",5.02,137325383.1,n/a,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
CASY,"Caseys General Stores, Inc.",59.03,2261067824,n/a,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy
CASS,"Cass Information Systems, Inc",40.82,424036568,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cass
CMRG,"Casual Male Retail Group, Inc.",4.55,220473212.1,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cmrg
CPRX,"Catalyst Pharmaceutical Partners, Inc.",1.55,47649356,n/a,2006,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CTRX,Catamaran Corporation,96.19,9850566556,n/a,2004,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ctrx
CATY,Cathay General Bancorp,17.56,1382434355,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty
CVCO,"Cavco Industries, Inc.",46.77,325891208.6,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CAVM,"Cavium, Inc.",35.21,1753499935,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
CAZA,Cazador Acquisition Corporation Ltd.,9.96,57270000,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caza
CAZAU,Cazador Acquisition Corporation Ltd.,10.05,50250000,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/cazau
CAZAW,Cazador Acquisition Corporation Ltd.,0.13,0,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cazaw
CBEY,"Cbeyond, Inc.",9.24,283199356.4,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbey
CBOE,"CBOE Holdings, Inc.",29.62,2584985829,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
CECE,CECO Environmental Corp.,9.83,143414785,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
CELG,Celgene Corporation,76.81,33137675597,n/a,1987,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,2.88,0,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
CTIC,"Cell Therapeutics, Inc.",2.98,168911761,n/a,1997,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CLDX,"Celldex Therapeutics, Inc.",5.94,352194901.7,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
CLSN,Celsion Corporation,5.14,170790270.1,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn
CEMP,"Cempra, Inc.",8.17,171870762.2,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
CNBC,"Center Bancorp, Inc.",11.94,195184230.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbc
CSFL,"CenterState Banks, Inc.",8.75,263168736.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CEBK,"Central Bancorp, Inc",32.0455,54187370.27,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cebk
CEDC,Central European Distribution Corporation,3.31,261170518.8,n/a,1998,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cedc
CETV,Central European Media Enterprises Ltd.,7.48,577344764.9,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,1.45,1197279.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,11.93,577515301.9,n/a,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,12.06,583808427.5,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,8.01,76872498.66,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CENX,Century Aluminum Company,8.11,717467767.4,n/a,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",32.23,178826027.8,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",2.73,66156565.02,n/a,1977,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
CPHD,CEPHEID,39.22,2589363308,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cphd
CRDN,"Ceradyne, Inc.",25.52,617587700.4,n/a,1984,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/crdn
CRNT,Ceragon Networks Ltd.,5.52,194678670,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt
CERP,"Cereplast, Inc.",0.2347,5809342.279,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cerp
CERE,"Ceres, Inc.",7.49,183458936.5,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cere
CERN,Cerner Corporation,71,12153634237,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern
CERS,Cerus Corporation,3.42,187491240,n/a,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers
CEVA,"CEVA, Inc.",17.32,391200830,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva
CITZ,"CFS Bancorp, Inc.",5.61,60961698.93,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/citz
CYOU,Changyou.com Limited,26.87,1410987364,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
HOTR,"Chanticleer Holdings, Inc.",3.64,13463981.44,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hotr
HOTRW,"Chanticleer Holdings, Inc.",0.55,0,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hotrw
CTHR,Charles & Colvard Ltd,3.75,73644802.5,n/a,1980,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
CHRM,Charm Communications Inc.,5.32,207390028.2,n/a,2010,Technology,Advertising,http://www.nasdaq.com/symbol/chrm
GTLS,"Chart Industries, Inc.",74.1,2216165016,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",80.74,8137316227,n/a,1999,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr
CHFN,Charter Financial Corp.,9.81,179886362.4,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn
CHKP,Check Point Software Technologies Ltd.,47.31,9806885264,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp
CHTP,"Chelsea Therapeutics International, Ltd.",1.23,82459899.87,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chtp
CEMI,"Chembio Diagnostics, Inc.",4.49,35905878.95,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi
CHFC,Chemical Financial Corporation,24.01,660213582.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc
CCXI,"ChemoCentryx, Inc.",11.67,422119012.7,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ccxi
CHKE,Cherokee Inc.,14.63,122813978.2,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/chke
CHEV,Cheviot Financial Corp,9.2,69888140.4,n/a,2004,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chev
CBNK,"Chicopee Bancorp, Inc.",14.7,80103681,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cbnk
CADC,"China Advanced Construction Materials Group, Inc.",0.4201,7490157.826,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cadc
CALI,China Auto Logistics Inc.,0.2451,5432255.958,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/cali
CAAS,"China Automotive Systems, Inc.",3.95,111628192.9,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/caas
CBAK,"China BAK Battery, Inc.",0.5098,32533537.5,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak
CBPO,"China Biologic Products, Inc.",9.77,259282366.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",1.8492,37780705.63,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cccl
CCCLU,"China Ceramics Co., Ltd.",2.42,0,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/ccclu
CCCLW,"China Ceramics Co., Ltd.",0.0053,0,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/ccclw
JRJC,China Finance Online Co. Limited,1.22,27068232.72,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/jrjc
CHOP,China Gerui Advanced Materials Group Limited,1.96,113701024.9,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/chop
CGEI,China Growth Equity Investment Ltd.,10.36,64750000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cgei
CGEIU,China Growth Equity Investment Ltd.,10,60000000,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cgeiu
CGEIW,China Growth Equity Investment Ltd.,0.24,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/cgeiw
HGSH,"China HGS Real Estate, Inc.",0.375,16893750,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/hgsh
CHLN,"China Housing & Land Development, Inc.",1.4799,51924657.86,n/a,1984,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/chln
CNIT,"China Information Technology, Inc.",1.0506,28374192.96,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit
CJJD,"China Jo-Jo Drugstores, Inc.",0.695,9432229.335,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cjjd
HTHT,"China Lodging Group, Limited",14.6,885505403,n/a,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht
CHNR,"China Natural Resources, Inc.",6.5,161920954,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr
NKBP,China Nuokang Bio-Pharmaceutical Inc.,4.82,94844161.84,n/a,2009,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nkbp
CPSL,"China Precision Steel, Inc.",2.68,10399061.96,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cpsl
CREG,China Recycling Energy Corporation,0.9,41826915,n/a,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg
CPGI,"China Shengda Packaging Group, Inc.",0.9002,34919488.06,n/a,2010,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cpgi
CSUN,"China Sunergy Co., Ltd.",1.27,18858599.57,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun
CNTF,China TechFaith Wireless Communication Technology Limited,1.04,55050887.84,n/a,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf
CTDC,China Technology Development Group Corporation,0.494,11114283.21,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctdc
CTFO,China TransInfo Technology Corp.,5.71,144292094,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctfo
CVVT,"China Valves Technology, Inc.",0.97,35036064.38,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cvvt
CXDC,China XD Plastics Company Limited,4.19,199250304.7,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CNYD,"China Yida Holding, Co.",0.45,8807303.25,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd
CCIH,ChinaCache International Holdings Ltd.,5.25,119704567.5,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih
CEDU,ChinaEdu Corporation,5.85,104919709.1,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cedu
CNET,"ChinaNet Online Holdings, Inc.",0.45,9983943,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/cnet
CHDX,"Chindex International, Inc.",10.34,176290692.6,n/a,1994,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/chdx
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,14.95,505076675.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos
CHSCP,CHS Inc,31.87,230492062.5,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",57.94,1011144545,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",22.5,358164607.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy
CHYR,Chyron Corporation,1.02,17354135.16,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/chyr
CIEN,CIENA Corporation,14.43,1445917299,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien
DFR,CIFC Corp.,7.46,147543447.3,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfr
CIMT,"Cimatron, Limited",3.48,32414432.16,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/cimt
CINF,Cincinnati Financial Corporation,39.55,6427730783,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Digital Cinema Corp,1.29,62337576.87,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,41.22,5221786286,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",43.68,2821207902,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",19.16,1.01358E+11,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",12.92,195790390.6,n/a,1995,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CZNC,Citizens & Northern Corp,20.58,251823609.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",6,30813300,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,8.33,16399912.41,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,18.57,90276402.27,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
CRBC,"Citizens Republic Bancorp, Inc.",19.8,802024502.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/crbc
CSBC,Citizens South Banking Corporation,7.02,80774394.48,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbc
CTXS,"Citrix Systems, Inc.",81.21,15183458185,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,35.69,528948391.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco
CTEL,City Telecom (H.K.) Limited,4.7,181957139.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctel
CWEI,"Clayton Williams Energy, Inc.",58.53,711931762.1,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei
CDTI,"Clean Diesel Technologies, Inc.",2.59,18721265.92,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti
CLNE,Clean Energy Fuels Corp.,13.79,1198756895,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
CLNT,"Cleantech Solutions International, Inc.",2.73,7280956.41,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt
CLFD,"Clearfield, Inc.",5.21,64921002.45,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd
CLRO,ClearOne Communications Inc.,4.11,37775416.89,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/clro
CLIR,ClearSign Combustion Corporation,7.15,62576907.25,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir
CLWR,Clearwire Corporation,1.54,842504356.5,n/a,2007,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/clwr
CBLI,"Cleveland BioLabs, Inc.",2.08,74598763.2,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CKSW,ClickSoftware Technologies Ltd.,8.05,253829822.8,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cksw
CSBK,"Clifton Savings Bancorp, Inc.",10.22,267138689.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",21.07,550754355.7,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CME,CME Group Inc.,58.72,19525246449,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CMSB,"CMS Bancorp, Inc.",7.95,14809283.85,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb
CCNE,CNB Financial Corporation,16.77,208646353.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CISG,CNinsure Inc.,6.3,316030150.8,n/a,2007,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/cisg
COBZ,CoBiz Financial Inc.,7.29,289481999.9,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COBR,Cobra Electronics Corporation,4.92,32524053.6,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cobr
COKE,Coca-Cola Bottling Co. Consolidated,67.96,627290440.4,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CDXS,"Codexis, Inc.",2.98,110432160.6,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs
CVLY,"Codorus Valley Bancorp, Inc",14.62,61898843.14,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",7.44,47409978.96,n/a,2005,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Group, Inc.",21.16,997493509,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,37.5,1607904825,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,69.05,20615925610,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COGO,"Cogo Group, Inc.",1.93,65391007.43,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cogo
COHR,"Coherent, Inc.",50.095,1186411056,n/a,1970,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
